E	U	K	_U_LJ	_U_dd	_U_dc	_U_cd	_U_cc	_K_ang	_K_lin
1.1155772540144664	-0.13442274598553405	1.2500000000000004	0	0.07463711740647828	0.005091269888150861	0.0027227702502256044	-0.2168739035303888	0.5000000000000001	0.7500000000000002
1.11977967982632	-0.1302203201736799	1.25	0	0.06840586205698296	0.0031855249851963086	0.0021132216077416528	-0.2039249288236008	0.5	0.75
1.1196973425078935	-0.1303026574921065	1.25	0	0.05865053746179238	0.0016117649715066762	0.0010629326881344675	-0.19162789261354005	0.5000000000000001	0.75
1.1153614638244365	-0.1346385361755635	1.25	0	0.04534428420118933	0.00041047903164084885	-0.0003866895476520504	-0.18000660986074163	0.5	0.75
1.1070450845464874	-0.14295491545351247	1.25	0	0.02870072120292271	-0.000404137707675696	-0.0021663575078162143	-0.16908514144094328	0.5	0.7499999999999999
1.0954106344940175	-0.15458936550598237	1.25	0	0.009325144332302727	-0.0008485464264154589	-0.004180586832979862	-0.1588853765788898	0.5	0.75
1.0815747446662223	-0.16842525533377764	1.25	0	-0.01171657118243542	-0.0009691571042035932	-0.006314641712436503	-0.14942488533470213	0.5	0.75
1.0670432157152796	-0.18295678428472034	1.25	0	-0.03296078453281842	-0.0008359202022998279	-0.008444997413975915	-0.14071508213562617	0.5000000000000001	0.7499999999999999
1.0535227590763965	-0.19647724092360364	1.25	0	-0.052734871782229395	-0.0005319970388711209	-0.010450558130553782	-0.13275981397194933	0.5	0.7500000000000001
1.0426648907798732	-0.20733510922012688	1.25	0	-0.06941583934441835	-0.0001424058821829111	-0.012222336980748677	-0.12555452701277695	0.4999999999999999	0.7500000000000001
1.0358151576541397	-0.21418484234586085	1.2500000000000004	0	-0.08168401685764022	0.00025584384223065345	-0.013670513866594916	-0.11908615546385637	0.5000000000000001	0.7500000000000002
1.0338271268750756	-0.2161728731249246	1.2500000000000002	0	-0.08871103709511861	0.0006007842859286397	-0.014728810429604083	-0.11333380988613054	0.5000000000000001	0.7500000000000001
1.0369712114422331	-0.21302878855776683	1.25	0	-0.0902514064342886	0.0008494867138651559	-0.015356640063765477	-0.10827022877357792	0.5	0.7500000000000001
1.0449400325885878	-0.20505996741141225	1.25	0	-0.08663607495650202	0.0009795662190079306	-0.015539634563469816	-0.10386382411044834	0.49999999999999983	0.7500000000000001
1.0569336795332662	-0.19306632046673372	1.25	0	-0.0786852391808125	0.0009890539985805242	-0.015289100084398667	-0.10008103520010309	0.49999999999999994	0.75
1.0718009978517207	-0.17819900214827955	1.2500000000000002	0	-0.067565045592352	0.000895473378093458	-0.014640793332013907	-0.09688863660200708	0.5000000000000001	0.7500000000000001
1.088213107633383	-0.16178689236661709	1.25	0	-0.05461276272799759	0.0007346565399041626	-0.013653145242393116	-0.09425564093613056	0.5000000000000002	0.7499999999999999
1.1048476504472493	-0.14515234955275066	1.25	0	-0.04115243065253141	0.0005592756442204267	-0.01240469997847233	-0.09215449456596736	0.5000000000000001	0.7499999999999998
1.120563079422375	-0.12943692057762515	1.2500000000000002	0	-0.028321627513276423	0.00043621150701653394	-0.01099012934157432	-0.09056137522979094	0.5000000000000001	0.7500000000000001
1.1345403086819528	-0.1154596913180467	1.2499999999999996	0	-0.01693108881476281	0.00044083150717615354	-0.009513873971369075	-0.08945556003909097	0.4999999999999999	0.7499999999999998
1.1463652854721884	-0.10363471452781137	1.2499999999999998	0	-0.007381652728728623	0.0006455691262545566	-0.008080592399421143	-0.08881803852591616	0.5	0.7499999999999998
1.1560247813179112	-0.09397521868208865	1.2499999999999998	0	0.00033588281443280247	0.0011013916409499346	-0.0067827101266528305	-0.08862978301081856	0.49999999999999983	0.75
1.1637986569999796	-0.08620134300002032	1.25	0	0.0065411244650546985	0.0018155287647334077	-0.0056877061945296205	-0.0888702900352788	0.5000000000000001	0.7499999999999998
1.1700666206979702	-0.07993337930202948	1.2499999999999998	0	0.011678032413610163	0.002735697074799503	-0.004830075548951941	-0.08951703324148721	0.4999999999999999	0.7499999999999999
1.1750978284065186	-0.07490217159348121	1.2499999999999998	0	0.016103550454254545	0.0037526394197928024	-0.004212172473854499	-0.09054618899367406	0.49999999999999994	0.7499999999999999
1.1789140615230596	-0.07108593847694009	1.2499999999999996	0	0.019938345541572294	0.004723526872854397	-0.003813344178709295	-0.09193446671265748	0.5	0.7499999999999997
1.1812777047832317	-0.06872229521676844	1.2500000000000002	0	0.023035132489754955	0.005506055645054107	-0.0036020884141072795	-0.09366139493747022	0.49999999999999994	0.7500000000000002
1.1817862766591332	-0.06821372334086687	1.25	0	0.02505417282667417	0.005989263120203949	-0.0035458816590534896	-0.0957112776286915	0.5	0.75
1.1800148715559484	-0.06998512844405141	1.2499999999999998	0	0.02559300136740166	0.006112709380041633	-0.0036165783402335025	-0.0980742608512612	0.49999999999999994	0.7499999999999999
1.1756519651492818	-0.07434803485071856	1.2500000000000004	0	0.02431770505470814	0.005872629022544764	-0.0037920427166487046	-0.10074632621132276	0.5000000000000002	0.7500000000000001
1.1685986000300073	-0.08140139996999268	1.25	0	0.021065128541883256	0.005317370855485142	-0.004055547315375645	-0.10372835205198544	0.5000000000000001	0.7499999999999999
1.1590221452387144	-0.09097785476128599	1.2500000000000004	0	0.0159054986690539	0.004535452769428015	-0.0043942277912288365	-0.10702457840853907	0.5000000000000001	0.7500000000000002
1.1472839284410643	-0.102716071558936	1.2500000000000002	0	0.009129286006382761	0.0036343778026508384	-0.0048061382911496215	-0.11067359707681998	0.5000000000000001	0.7500000000000001
1.133737745242547	-0.11626225475745308	1.25	0	0.0011565516003504896	0.0027158569906048204	-0.005316248512189398	-0.11481841483621899	0.5000000000000002	0.7499999999999999
1.119626485978623	-0.1303735140213771	1.25	0	-0.007112473648435751	0.0019159179203612116	-0.005871454266621318	-0.11930550402668125	0.5000000000000001	0.75
1.105847009263541	-0.14415299073645896	1.25	0	-0.01487467256800117	0.0013211851833770276	-0.006461329850536343	-0.12413817350129847	0.5	0.75
1.093221878644104	-0.15677812135589622	1.2500000000000002	0	-0.02137325278104833	0.0009889905476703628	-0.0070753111714164305	-0.12931854795110181	0.5000000000000001	0.7500000000000001
1.0823722732128638	-0.16762772678713656	1.2500000000000002	0	-0.026020661714916335	0.0009443546922860016	-0.0077031984655679875	-0.13484822129893823	0.5	0.7500000000000002
1.07362192187567	-0.17637807812432998	1.25	0	-0.028494346860976977	0.0011811381114655002	-0.008335699171216694	-0.14072917020360182	0.5000000000000002	0.7499999999999999
1.0669525341612813	-0.18304746583871911	1.2500000000000004	0	-0.028784290723365226	0.0016664108278218414	-0.008964843389593039	-0.1469647425535827	0.5000000000000001	0.7500000000000002
1.062017347634766	-0.18798265236523443	1.2500000000000004	0	-0.027184816017994294	0.002346959898503152	-0.009584196329124642	-0.15356059991661863	0.5000000000000002	0.7500000000000001
1.0582045333175683	-0.1917954666824317	1.25	0	-0.02423794422663683	0.003156932588517374	-0.01018888225598763	-0.1605255727883246	0.5	0.7499999999999999
1.0547320790969898	-0.19526792090301026	1.25	0	-0.02064574468877276	0.004025767351862855	-0.010775490885162156	-0.1678724526809382	0.5	0.75
1.0507529282041315	-0.19924707179586834	1.2499999999999998	0	-0.01717204832733692	0.004885707189131128	-0.011341949896538741	-0.1756187807611238	0.4999999999999998	0.75
1.0454524702970192	-0.20454752970298085	1.25	0	-0.014550707013955307	0.005678304851205125	-0.011887426808156552	-0.18378770073207412	0.5000000000000001	0.7499999999999999
1.0381268302330593	-0.21187316976694123	1.2500000000000004	0	-0.013411389232300182	0.006359445411915688	-0.012412289968368495	-0.19240893597818826	0.5000000000000002	0.7500000000000001
1.028236673334699	-0.22176332666530146	1.2500000000000004	0	-0.014227813946015182	0.00690255892526933	-0.012918130068872546	-0.20151994157568306	0.5000000000000002	0.7500000000000001
1.0169628199670793	-0.23303718003292068	1.25	0	-0.01652407579573664	0.0073670519361658925	-0.013499717207302288	-0.21038043896604763	0.49999999999999983	0.7500000000000001
1.00346717123945	-0.24653282876055	1.25	0	-0.020645661219973823	0.007740950226542157	-0.014121052571649528	-0.2195070651954688	0.5000000000000001	0.75
0.9865916928813432	-0.2634083071186566	1.2499999999999998	0	-0.027222107471920914	0.007988295883545205	-0.014735814099230174	-0.22943868143105073	0.4999999999999998	0.75
